발생장소_시도,관측일,평균기온,일최고기온,일최고기온시각,일최저기온,일최저기온시각,일평균현지기압,일최고현지기압,일최고현지기압시각,일최저현지기압,일최저현지기압시각,일평균해면기압,일최고해면기압,일최고해면기압시각,일최저해면기압,일최저해면기압시각,일평균상대습도,일최소상대습도,일최소상대습도시각,일평균수증기압,일최고수증기압,일최고수증기압시각,일최저수증기압,일최저수증기압시각,일평균풍속,일합성풍속,일합성풍향,일최대풍속,일최대풍속시각,일최대풍속풍향,일최대순간풍속,일최대순간풍속시각,일최대순간풍속풍향,풍정합,일최다풍향,일강수량,10분최다강수량,10분최다강수량시각,1시간최다강수량,1시간최다강수량시각,9_9 강수량,일최심신적설,일최심신적설시각,일최심적설,일최심적설시각,합계깊이신적설,일평균전운량,일평균중하층운량,최저운고,최저운고시각,최다운량,최다운량시각,일합계일조시간,일합계일사량,일합계소형증발량,일합계대형증발량,일평균지면온도,일평균이슬점온도
경북,20140106,-0.23333333333333334,7.1466666666666665,1532.7333333333333,-5.5,681.7333333333333,1013.0533333333333,1014.92,965.6,1010.36,15.933333333333334,1027.98,1029.9,939.2,1025.2666666666667,109.53333333333333,58.913333333333334,31.0,1419.4,3.466666666666667,4.180000000000001,1186.6666666666667,2.7666666666666666,1173.3333333333333,1.3866666666666667,0.5800000000000001,238.31333333333333,3.6599999999999997,751.1333333333333,216.0,5.9399999999999995,582.5333333333333,256.6666666666667,1210.0666666666666,184.0,11.0,,,,,0.5,10.9,658.0,40.9,658.0,10.9,2.2800000000000002,2.14,8.5,1050.0,5.4,440.0,7.713333333333334,9.5925,1.6666666666666667,,-0.1466666666666666,
강원,20140106,-2.0153846153846153,5.1923076923076925,1423.4615384615386,-7.43076923076923,674.2307692307693,1000.3538461538462,1002.3923076923077,966.4615384615385,998.2,10.76923076923077,1028.5923076923077,1031.0692307692307,933.7692307692307,1026.1692307692308,553.1538461538462,66.56923076923077,33.46153846153846,1421.3846153846155,3.3923076923076922,3.976923076923077,738.4615384615385,2.8461538461538463,1292.3076923076924,1.0153846153846153,0.5615384615384615,199.04615384615383,2.776923076923077,1566.5384615384614,235.3846153846154,4.423076923076923,1457.0,203.07692307692307,894.5384615384615,243.07692307692307,,,,,,,,,1.9333333333333333,0.6666666666666666,,1.0333333333333334,0.9666666666666667,8.2,1220.0,4.833333333333333,266.6666666666667,8.023076923076923,7.806,1.3666666666666665,,-1.5615384615384615,
경북,20140107,1.18,7.506666666666666,1363.2,-5.920000000000001,576.4,1010.16,1013.3,164.8,1007.8466666666667,1928.2,1024.9466666666667,1028.48,165.2,1022.3666666666667,1979.8,56.24666666666667,32.666666666666664,1382.0666666666666,3.5866666666666664,4.4399999999999995,1466.6666666666667,2.7333333333333334,660.0,1.6400000000000001,1.2066666666666668,279.34666666666664,4.513333333333334,1319.8666666666666,272.6666666666667,7.633333333333334,1381.1333333333334,258.6666666666667,1417.6666666666667,284.0,0.5,,,,,,,,37.0,1.0,,6.220000000000001,1.7399999999999998,9.5,375.0,9.4,1640.0,4.62,8.0075,2.033333333333333,,0.04,
강원,20140107,0.6692307692307692,4.846153846153846,1399.923076923077,-4.569230769230769,379.61538461538464,997.0923076923077,1000.0615384615384,75.3076923076923,995.3538461538462,1397.6923076923076,1024.9076923076923,1028.5076923076924,75.76923076923077,1022.7692307692307,1565.3846153846155,65.54615384615384,46.53846153846154,1342.8461538461538,4.146153846153846,4.853846153846154,961.5384615384615,3.4000000000000004,400.0,1.3153846153846156,0.9846153846153847,190.93846153846152,3.0615384615384613,1235.7692307692307,219.23076923076923,5.361538461538462,1192.1538461538462,216.15384615384616,1116.4615384615386,199.23076923076923,0.0,,,,,0.0,,,1.0666666666666667,0.6666666666666666,,8.216666666666667,4.083333333333333,8.166666666666666,400.0,10.0,1083.3333333333333,1.0538461538461539,3.8600000000000003,0.7999999999999999,,-0.8153846153846154,
경북,20140108,2.2333333333333334,5.373333333333334,1295.6,-0.9066666666666666,1452.8666666666666,1004.0533333333333,1007.9866666666666,3.1333333333333333,1000.8066666666667,1462.2666666666667,1018.6800000000001,1022.7066666666667,3.8666666666666667,1015.2133333333334,1465.4666666666667,64.20666666666666,39.333333333333336,2081.6666666666665,4.6466666666666665,6.193333333333333,1353.3333333333333,2.6266666666666665,293.3333333333333,2.02,1.62,270.4066666666667,6.153333333333333,2068.133333333333,275.3333333333333,10.306666666666667,2127.0,280.0,1741.2,247.33333333333334,2.3714285714285714,,,,,8.6,,,23.0,1.0,,8.6,5.18,8.2,920.0,10.0,620.0,0.0,1.97,1.4000000000000001,,1.0666666666666667,
강원,20140108,1.4769230769230768,5.199999999999999,1314.7692307692307,-2.423076923076923,2185.6153846153848,991.7538461538461,995.4692307692308,3.5384615384615383,988.9076923076923,1481.076923076923,1019.3153846153847,1023.2307692307693,3.6923076923076925,1016.0461538461539,1476.3846153846155,62.50769230769231,37.69230769230769,2140.3076923076924,4.3307692307692305,5.630769230769231,1138.4615384615386,2.123076923076923,515.3846153846154,1.8000000000000003,1.2923076923076924,290.40769230769234,4.607692307692307,1534.6923076923076,269.2307692307692,7.300000000000001,1803.3076923076924,272.3076923076923,1569.3846153846155,269.2307692307692,0.0,,,,,,,,0.5,0.0,,8.299999999999999,4.066666666666666,7.5,483.3333333333333,10.0,266.6666666666667,0.9384615384615385,3.3339999999999996,1.3333333333333333,,0.5384615384615385,
경북,20140109,-4.193333333333333,0.41333333333333333,542.8,-8.04,2322.133333333333,1010.26,1014.5533333333333,2297.733333333333,1003.4933333333333,18.2,1025.3333333333333,1029.9266666666667,2305.0666666666666,1018.24,18.0,30.459999999999997,16.333333333333332,1465.5333333333333,1.34,2.393333333333333,100.0,0.8466666666666666,1493.3333333333333,4.066666666666666,3.7666666666666666,278.0933333333333,7.193333333333333,998.8,278.6666666666667,11.926666666666668,950.6,282.6666666666667,3511.733333333333,272.6666666666667,31.7,,,,,21.4,35.2,2359.0,48.7,2359.0,35.2,2.16,1.72,8.666666666666666,433.3333333333333,2.6,360.0,7.973333333333333,11.495,1.9333333333333336,,-2.506666666666667,
강원,20140109,-6.338461538461539,-1.7076923076923076,659.1538461538462,-10.223076923076924,2220.769230769231,997.7769230769231,1001.0615384615384,2310.923076923077,991.9230769230769,1.6153846153846154,1026.3923076923077,1030.2076923076925,2336.6923076923076,1019.9000000000001,1.6153846153846154,33.13076923076923,16.23076923076923,1458.8461538461538,1.2230769230769232,1.9769230769230768,184.6153846153846,0.7538461538461539,1753.8461538461538,2.4384615384615382,1.823076923076923,245.30769230769232,5.4,1492.8461538461538,261.53846153846155,8.853846153846153,1573.0,236.15384615384616,2100.5384615384614,232.30769230769232,,,,,,,,,,,,0.4166666666666667,0.4166666666666667,9.0,500.0,1.3333333333333333,316.6666666666667,8.307692307692308,9.028,1.8333333333333333,,-3.6923076923076925,
경북,20140110,-3.8866666666666663,1.8066666666666669,1435.4666666666667,-10.026666666666667,541.7333333333333,1015.5133333333334,1017.12,894.2,1013.9666666666667,1071.8666666666666,1030.6733333333334,1032.4733333333334,840.8,1028.8466666666668,1152.8666666666666,44.42666666666666,25.866666666666667,315.2,2.086666666666667,3.0,1980.0,0.9933333333333334,266.6666666666667,2.546666666666667,2.066666666666667,283.28,5.8933333333333335,1240.5333333333333,298.6666666666667,10.18,1240.7333333333333,290.6666666666667,2198.733333333333,277.3333333333333,0.1,,,,,,0.3,19.0,49.0,19.0,0.3,1.86,1.8,10.0,400.0,4.4,380.0,7.986666666666666,10.2725,2.0,,-3.3733333333333335,
강원,20140110,-5.946153846153846,0.06153846153846153,1430.8461538461538,-11.86923076923077,496.9230769230769,1001.8692307692307,1003.5,1045.3846153846155,1000.1923076923077,1368.6923076923076,1030.5307692307692,1032.476923076923,841.9230769230769,1028.2769230769231,1475.3076923076924,47.107692307692304,25.076923076923077,1025.7692307692307,1.7846153846153845,2.476923076923077,1853.8461538461538,1.0230769230769232,300.0,2.223076923076923,1.669230769230769,262.0846153846154,5.576923076923077,1518.1538461538462,250.76923076923077,10.215384615384616,1272.8461538461538,247.69230769230768,1924.8461538461538,159.23076923076923,,,,,,0.0,,,,,,0.5833333333333334,0.5833333333333334,7.8,1080.0,3.1666666666666665,750.0,8.03076923076923,8.146,1.7333333333333334,,-4.838461538461538,
경북,20140111,-1.0333333333333334,4.226666666666667,1405.0666666666666,-6.486666666666666,566.6666666666666,1015.5866666666666,1018.1266666666667,923.8666666666667,1013.5066666666667,1876.1333333333334,1030.5800000000002,1033.3333333333333,916.0666666666667,1028.4,2133.4666666666667,49.81333333333334,28.6,1458.1333333333334,2.7066666666666666,3.2266666666666666,1073.3333333333333,2.2,1253.3333333333333,2.2266666666666666,1.8599999999999999,282.64000000000004,5.293333333333334,1331.9333333333334,290.0,9.126666666666667,1271.3333333333333,284.0,1932.4666666666667,280.6666666666667,0.0,,,,,0.0,0.0,1000.0,42.7,1.0,0.0,4.26,1.28,10.0,500.0,7.2,1540.0,7.446666666666667,9.3625,1.6666666666666667,,-1.7133333333333334,
강원,20140111,-2.3923076923076922,2.5,1463.2307692307693,-7.5,539.3076923076923,1001.9692307692308,1004.4461538461538,946.7692307692307,1000.1076923076923,2297.230769230769,1030.2846153846153,1033.0538461538463,914.0,1028.3076923076924,1996.7692307692307,47.65384615384615,21.615384615384617,1487.8461538461538,2.246153846153846,2.9846153846153842,661.5384615384615,1.5461538461538462,1538.4615384615386,2.169230769230769,1.7153846153846155,269.45384615384614,5.815384615384615,1242.3846153846155,228.07692307692307,9.553846153846154,1146.8461538461538,233.07692307692307,1876.4615384615386,236.92307692307693,0.0,,,,,0.1,,,,,,3.766666666666667,1.9166666666666667,7.5,250.0,7.166666666666667,750.0,7.423076923076923,9.856,1.8,,-2.8076923076923075,
경북,20140112,-0.3533333333333334,5.12,1363.2666666666667,-5.319999999999999,1063.8,1011.88,1013.62,393.46666666666664,1009.4866666666666,1383.8,1026.7533333333333,1028.7133333333334,706.2,1024.06,1380.6,51.61333333333333,31.133333333333333,1696.4,3.0266666666666664,4.053333333333333,1366.6666666666667,1.94,1293.3333333333333,2.5733333333333333,2.1266666666666665,292.53333333333336,6.14,1523.1333333333334,278.0,10.96,1552.7333333333333,298.0,2218.133333333333,268.0,6.4,,,,,22.8,6.6,2359.0,33.9,2359.0,6.6,4.4,1.8199999999999998,8.8,1240.0,8.2,1160.0,2.753333333333333,6.5975,1.3999999999999997,,-1.1933333333333336,
강원,20140112,-2.2,2.746153846153846,1354.0,-7.130769230769231,1614.6923076923076,998.5461538461539,1000.676923076923,1271.6153846153845,995.8615384615385,1372.5384615384614,1026.7,1029.4153846153845,2022.7692307692307,1023.5230769230768,1377.076923076923,50.66153846153846,26.23076923076923,1683.076923076923,2.5999999999999996,4.030769230769231,1223.076923076923,1.5846153846153848,1707.6923076923076,2.3076923076923075,1.6076923076923075,249.10000000000002,6.3307692307692305,1323.6153846153845,246.92307692307693,10.784615384615384,1373.076923076923,254.6153846153846,1998.923076923077,236.92307692307693,0.06666666666666667,,,,,0.0,0.25,1050.0,0.25,1050.0,0.25,3.4499999999999997,3.233333333333333,8.166666666666666,416.6666666666667,8.333333333333334,900.0,4.430769230769231,6.526000000000001,1.7666666666666666,,-2.746153846153846,
강원,20140113,-6.538461538461538,3.416070845000482e-17,1483.8461538461538,-11.784615384615384,694.5384615384615,1002.676923076923,1004.676923076923,1183.6923076923076,1000.4538461538461,129.69230769230768,1031.5,1033.8461538461538,1164.2307692307693,1028.6692307692308,808.2307692307693,43.607692307692304,16.846153846153847,1337.923076923077,1.4846153846153847,1.9384615384615385,1300.0,0.976923076923077,1292.3076923076924,1.4,0.7307692307692307,217.8923076923077,3.769230769230769,949.5384615384615,275.38461538461536,6.369230769230769,1120.1538461538462,259.2307692307692,1206.8461538461538,182.30769230769232,,,,,,,,,,,,0.06666666666666667,0.06666666666666667,10.0,300.0,0.5,300.0,8.507692307692308,11.232,1.7,,-4.861538461538462,
경북,20140113,-3.8400000000000003,2.04,1451.4,-8.606666666666666,932.0,1015.3533333333332,1017.1466666666668,1121.7333333333333,1013.0066666666667,99.6,1030.4933333333333,1032.4266666666667,1217.0,1027.9333333333334,494.6666666666667,34.89333333333333,15.266666666666667,1353.7333333333333,1.5133333333333332,2.1866666666666665,580.0,0.9533333333333333,1260.0,2.5,2.013333333333333,256.55333333333334,5.3533333333333335,944.5333333333333,273.3333333333333,8.76,1044.3333333333333,278.6666666666667,2164.4666666666667,256.6666666666667,20.7,,,,,4.4,23.6,1159.0,57.5,1159.0,24.7,1.8,1.6,17.333333333333332,966.6666666666666,3.2,700.0,8.273333333333333,11.215,1.5666666666666664,,-3.02,
강원,20140114,-5.953846153846154,1.4307692307692308,1446.0,-12.2,715.9230769230769,1003.9769230769232,1005.3846153846154,830.3076923076923,1002.4384615384616,1428.7692307692307,1032.7384615384615,1034.9307692307693,796.1538461538462,1030.2692307692307,1420.3846153846155,47.392307692307696,21.0,1297.5384615384614,1.7538461538461538,2.207692307692308,1938.4615384615386,1.2999999999999998,1000.0,1.2615384615384615,0.6384615384615385,270.8769230769231,3.6846153846153844,1445.8461538461538,258.46153846153845,6.007692307692308,1433.0,275.38461538461536,1102.6153846153845,179.23076923076923,,,,,,,,,,,,0.049999999999999996,0.049999999999999996,8.0,900.0,0.3333333333333333,633.3333333333334,8.515384615384615,10.128,1.4666666666666668,,-4.869230769230769,
경북,20140114,-3.506666666666667,3.746666666666667,1434.2666666666667,-9.853333333333333,681.3333333333334,1016.5533333333333,1018.0666666666667,908.7333333333333,1015.0933333333334,1414.9333333333334,1031.72,1033.5466666666666,842.4,1029.78,1425.0666666666666,36.61333333333334,17.466666666666665,1403.5333333333333,1.6333333333333333,2.1599999999999997,1446.6666666666667,1.2,680.0,1.76,1.16,250.30666666666667,4.386666666666667,1293.5333333333333,263.3333333333333,7.2,1217.0666666666666,256.6666666666667,1524.8666666666666,267.3333333333333,1.1,,,,,1.8,1.2,1558.0,52.7,1558.0,1.3,1.6,1.3599999999999999,4.0,800.0,3.4,460.0,8.493333333333334,11.55,1.5333333333333332,,-3.1,
강원,20140115,-4.5,2.8923076923076922,1472.923076923077,-11.5,678.4615384615385,1003.3,1005.1923076923077,915.0769230769231,1001.7,1585.3846153846155,1031.876923076923,1034.4769230769232,762.5384615384615,1029.4923076923076,1559.6153846153845,48.7,23.384615384615383,1412.3076923076924,1.9692307692307693,2.4615384615384617,1807.6923076923076,1.6,861.5384615384615,1.4076923076923078,0.8307692307692307,274.3307692307692,4.253846153846154,1569.5384615384614,276.15384615384613,7.338461538461539,1598.3076923076924,250.0,1210.076923076923,173.07692307692307,,,,,,,,,,,,0.0,0.0,,,0.0,300.0,8.515384615384615,10.89,1.7666666666666666,,-4.3769230769230765,
경북,20140115,-2.106666666666667,4.433333333333334,1443.7333333333333,-8.346666666666668,649.0,1016.0600000000001,1017.8266666666667,891.4666666666667,1014.66,1692.1333333333334,1031.1133333333335,1033.1266666666666,851.4,1029.38,1554.5333333333333,39.733333333333334,19.666666666666668,1328.4666666666667,1.9933333333333332,2.56,980.0,1.5266666666666666,946.6666666666666,2.2133333333333334,1.7933333333333332,295.7933333333333,4.9399999999999995,1411.7333333333333,284.0,8.333333333333334,1597.3333333333333,292.0,1911.4,291.3333333333333,1.0,,,,,0.2,1.1,958.0,51.1,958.0,1.1,1.56,1.56,4.0,400.0,1.8,360.0,8.346666666666668,11.5275,1.8666666666666665,,-2.42,
경북,20140116,-0.8933333333333333,5.46,1409.9333333333334,-7.513333333333334,720.6666666666666,1013.62,1016.1533333333333,738.0666666666667,1011.4466666666667,1489.4,1028.5666666666666,1031.4533333333334,767.5333333333333,1026.02,1492.1333333333334,52.10666666666667,30.866666666666667,1318.4,2.9133333333333336,3.506666666666667,1386.6666666666667,2.3066666666666666,220.0,1.82,1.2533333333333334,250.23999999999998,4.693333333333333,1201.2,279.3333333333333,7.573333333333333,1163.1333333333334,286.0,1565.2,244.66666666666666,0.5,,,,,9.0,0.4,1458.0,47.0,1.0,0.4,3.3600000000000003,1.3,4.0,1000.0,6.6,1240.0,7.386666666666667,10.530000000000001,1.5,,-1.5,
강원,20140116,-2.623076923076923,2.4076923076923076,1412.6923076923076,-8.561538461538461,542.4615384615385,1000.8153846153847,1003.2615384615384,857.0,998.8923076923077,1540.1538461538462,1029.1307692307694,1032.2384615384615,829.5384615384615,1026.6,1500.7692307692307,62.97692307692307,46.15384615384615,1205.923076923077,3.1153846153846154,3.9538461538461536,1984.6153846153845,2.1923076923076925,330.7692307692308,1.4076923076923078,0.9538461538461539,205.7923076923077,3.5846153846153848,1176.4615384615386,238.46153846153845,6.115384615384615,1252.2307692307693,230.0,1213.923076923077,206.15384615384616,0.0,,,,,0.0,,,,,,5.766666666666667,4.5,8.0,933.3333333333334,9.333333333333334,1516.6666666666667,4.2615384615384615,5.496,1.1333333333333335,,-2.8923076923076922,
강원,20140117,-2.292307692307692,2.6923076923076925,1420.5384615384614,-6.576923076923077,645.0,998.3153846153847,1000.5153846153846,1006.4615384615385,996.4230769230769,2031.5384615384614,1026.4846153846154,1029.0923076923077,955.6923076923077,1024.1307692307694,1812.7692307692307,66.64615384615385,40.61538461538461,1370.5384615384614,3.3461538461538463,4.146153846153846,1415.3846153846155,2.8461538461538463,946.1538461538462,1.146153846153846,0.7384615384615384,207.6846153846154,3.1076923076923078,1536.0,208.46153846153845,5.038461538461538,1741.0,243.07692307692307,981.0,219.23076923076923,,,,,,,,,,,,3.5833333333333335,3.0500000000000003,5.5,1033.3333333333333,7.333333333333333,633.3333333333334,5.4692307692307685,5.79,1.0333333333333334,,-2.3153846153846156,
경북,20140117,-0.52,5.819999999999999,1312.5333333333333,-5.373333333333334,947.6,1011.0533333333333,1013.3,1006.2666666666667,1009.1866666666666,1647.2666666666667,1025.9333333333334,1028.2533333333333,967.5333333333333,1023.7333333333333,1647.3333333333333,58.32666666666667,29.6,1300.4,3.3066666666666666,4.066666666666666,1000.0,2.6266666666666665,1326.6666666666667,1.7266666666666666,1.1666666666666667,281.84000000000003,4.326666666666667,1157.0666666666666,268.6666666666667,7.180000000000001,1218.0666666666666,248.66666666666666,1486.4,232.0,20.4,,,,,17.1,23.2,2158.0,63.2,2158.0,23.2,2.7199999999999998,2.06,7.333333333333333,1433.3333333333333,5.0,640.0,6.7266666666666675,8.8975,1.2666666666666666,,-1.0333333333333334,
강원,20140118,-3.3307692307692305,1.6538461538461537,1330.6153846153845,-7.769230769230769,1934.3076923076924,997.7538461538461,1001.5384615384615,2334.846153846154,995.3384615384615,1062.6923076923076,1026.0384615384614,1030.5,2337.923076923077,1023.0923076923077,1123.923076923077,55.23076923076923,28.23076923076923,1479.0,2.5153846153846158,3.3846153846153846,953.8461538461538,1.8153846153846156,1353.8461538461538,2.292307692307692,1.6384615384615384,280.54615384615386,6.0,1334.1538461538462,258.46153846153845,10.115384615384615,1376.1538461538462,272.3076923076923,1978.2307692307693,230.76923076923077,,,,,,,,,,,,2.266666666666667,2.1999999999999997,6.666666666666667,583.3333333333334,7.333333333333333,983.3333333333334,7.053846153846154,7.718000000000001,1.2666666666666666,,-3.223076923076923,
